Retail Opportunity Investments Corp.,ROIC,0.780,0.750,0.720,0.680,0.640,0.600,,0.530,0.390,,0.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.270,4.0,4.2,5.9,6.3,6.7,13.2,35.9,116.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.1,38.9
Rexford Industrial Realty Inc.,REXR,0.625,0.58,0.54,0.51,0.48,0.21,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.945,7.8,7.4,5.9,6.3,128.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.2,54.5
RGC Resources Inc.,RGCO,0.620,0.580,0.540,0.513,0.493,0.480,,0.467,0.453,,0.440,0.427,0.417,0.407,0.400,0.393,0.390,0.380,0.380,0.373,0.367,0.360,8.880,6.9,7.4,5.2,4.1,2.8,2.9,2.9,3.0,3.1,2.4,2.5,1.7,1.7,0.9,2.6,0.0,1.8,1.8,1.9,2.9,1.9
Ritchie Brothers Auctioneers Inc.,RBA,0.700,0.680,0.660,0.600,0.540,0.505,,0.470,0.435,,0.410,0.380,0.340,0.300,0.260,0.193,0.123,0.050,0.000,0.000,0.000,0.000,6.647,2.9,3.0,10.0,11.1,6.9,7.4,8.0,6.1,7.9,11.8,13.3,15.4,34.5,56.8,146.6,n/a,n/a,n/a,n/a,22.8,37.0
Riverview Bancorp Inc,RVSB,0.130,0.085,0.078,0.039,0.000,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.331,52.9,9.7,100.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.3,45.3
RLI Corp.,RLI,0.870,0.830,0.790,0.750,0.710,0.670,,0.630,0.595,,0.570,0.530,0.480,0.420,0.360,0.300,0.240,0.190,0.168,0.155,0.145,0.135,9.538,4.8,5.1,5.3,5.6,6.0,6.3,5.9,4.4,7.5,10.4,14.3,16.7,20.0,25.0,26.3,13.4,8.1,6.9,7.4,10.5,6.9
Robert Half International Inc.,RHI,1.120,0.960,0.880,0.800,0.720,0.640,,0.600,0.560,,0.520,0.480,0.440,0.400,0.320,0.280,0.180,0.000,0.000,0.000,0.000,0.000,8.900,16.7,9.1,10.0,11.1,12.5,6.7,7.1,7.7,8.3,9.1,10.0,25.0,14.3,55.6,n/a,n/a,n/a,n/a,n/a,14.5,12.8
Rockwell Automation Inc.,ROK,3.645,3.115,2.935,2.675,2.390,2.090,,1.790,1.550,,1.280,1.160,1.160,1.160,0.965,0.840,0.660,0.660,0.660,0.840,1.020,1.035,31.630,17.0,6.1,9.7,11.9,14.4,16.8,15.5,21.1,10.3,0.0,0.0,20.2,14.9,27.3,0.0,0.0,-21.4,-17.6,-1.4,7.6,12.7
Rollins Inc.,ROL,0.373,0.307,0.267,0.213,0.187,0.160,,0.142,0.124,,0.107,0.083,0.075,0.059,0.050,0.040,0.032,0.026,0.018,0.018,0.018,0.018,2.314,21.7,15.0,25.0,14.3,16.7,12.5,14.3,16.7,28.6,11.1,26.0,19.0,26.0,25.0,20.1,50.1,0.0,0.0,0.0,18.0,11.7
Roper Technologies Inc.,ROP,1.650,1.400,1.200,1.000,0.800,0.660,#,0.550,0.440,,0.380,0.330,0.290,0.260,0.235,0.210,0.196,0.176,0.166,0.150,0.140,0.130,10.363,17.9,16.7,20.0,25.0,21.2,20.0,25.0,15.8,15.2,13.8,11.5,10.6,11.9,7.1,11.4,6.0,10.7,7.1,7.7,14.5,5.9
Ross Stores Inc.,ROST,0.900,0.640,0.540,0.470,0.400,0.340,,0.280,0.220,,0.160,0.110,0.095,0.075,0.060,0.053,0.043,0.029,0.024,0.022,0.019,0.017,4.496,40.6,18.5,14.9,17.5,17.6,21.4,27.3,37.5,45.5,15.8,26.7,25.0,14.3,22.1,48.3,20.8,11.6,13.2,15.2,23.9,11.2
Royal Caribbean Cruises Ltd.,RCL,2.500,2.040,1.605,1.275,1.050,0.610,,0.420,0.100,,0.000,0.000,0.600,0.600,0.600,0.540,0.520,0.520,0.520,0.520,0.460,0.360,14.840,22.5,27.1,25.9,21.4,72.1,45.2,320.0,n/a,n/a,-100.0,0.0,0.0,11.1,3.8,0.0,0.0,0.0,13.0,27.8,28.8,82.5
Royal Gold Inc.,RGLD,1.000,0.960,0.920,0.880,0.840,0.800,,0.600,0.440,,0.360,0.320,0.280,0.260,0.220,0.200,0.150,0.100,0.075,0.050,0.050,0.000,8.505,4.2,4.3,4.5,4.8,5.0,33.3,36.4,22.2,12.5,14.3,7.7,18.2,10.0,33.3,50.0,33.3,50.0,0.0,n/a,19.1,16.3
RPM International Inc.,RPM,1.310,1.220,1.125,1.055,0.980,0.915,#,0.870,0.845,,0.825,0.805,0.770,0.715,0.655,0.610,0.570,0.530,0.505,0.500,0.493,0.475,15.773,7.4,8.4,6.6,7.7,7.1,5.2,3.0,2.4,2.5,4.5,7.7,9.2,7.4,7.0,7.5,5.0,1.0,1.5,3.7,5.5,2.5
Ruth's Hospitality Group Inc.,RUTH,0.440,0.360,0.280,0.240,0.200,0.120,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.640,22.2,28.6,16.7,20.0,66.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,30.8,20.5
Ryder System,R,2.120,1.800,1.700,1.560,1.420,1.300,,1.200,1.120,,1.020,0.960,0.920,0.840,0.720,0.640,0.600,0.600,0.600,0.600,0.600,0.600,20.920,17.8,5.9,9.0,9.9,9.2,8.3,7.1,9.8,6.3,4.3,9.5,16.7,12.5,6.7,0.0,0.0,0.0,0.0,0.0,7.0,5.4
Ryman Hospitality Properties Inc.,RHP,3.350,3.150,2.950,2.550,2.150,1.500,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.200,0.800,16.650,6.3,6.8,15.7,18.6,43.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-100.0,-75.0,-12.0,53.5
S&P Global Inc.,SPGI,2.000,1.640,1.440,1.320,1.200,1.120,,1.020,1.000,,0.940,0.900,0.880,0.820,0.726,0.660,0.600,0.540,0.510,0.490,0.470,0.430,18.706,22.0,13.9,9.1,10.0,7.1,9.8,2.0,6.4,4.4,2.3,7.3,12.9,10.0,10.0,11.1,5.9,4.1,4.3,9.3,8.5,4.7
S&T Bancorp Inc.,STBA,0.990,0.820,0.770,0.730,0.680,0.610,,0.600,0.600,,0.600,0.920,1.240,1.200,1.160,1.110,1.060,1.010,0.960,0.900,0.820,0.740,17.520,20.7,6.5,5.5,7.4,11.5,1.7,0.0,0.0,-34.8,-25.8,3.3,3.4,4.5,4.7,5.0,5.2,6.7,9.8,10.8,2.4,12.5
Sabra Health Care REIT Inc.,SBRA,1.800,1.730,1.670,1.600,1.510,1.360,,1.320,0.960,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.950,4.0,3.6,4.4,6.0,11.0,3.0,37.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.9,12.5
Sanderson Farms Inc.,SAFM,1.280,1.040,0.900,0.880,0.820,0.710,,0.680,0.680,,0.620,0.570,0.560,0.500,0.480,0.420,0.340,0.277,0.277,0.133,0.133,0.133,11.433,23.1,15.6,2.3,7.3,15.5,4.4,0.0,9.7,8.8,1.8,12.0,4.2,14.3,23.5,22.9,0.0,107.5,0.0,0.0,14.4,24.0
Sandy Spring Bancorp Inc.,SASR,1.100,1.040,0.980,0.900,0.760,0.640,,0.480,0.340,,0.040,0.370,0.960,0.920,0.880,0.840,0.780,0.740,0.690,0.607,0.540,0.500,14.107,5.8,6.1,8.9,18.4,18.8,33.3,41.2,750.0,-89.2,-61.5,4.3,4.5,4.8,7.7,5.4,7.2,13.7,12.3,8.0,42.1,174.0
Saul Centers Inc.,BFS,2.080,2.040,1.840,1.690,1.560,1.440,,1.440,1.440,,1.440,1.530,1.880,1.770,1.680,1.600,1.560,1.560,1.560,1.560,1.560,1.560,32.790,2.0,10.9,8.9,8.3,8.3,0.0,0.0,0.0,-5.9,-18.6,6.2,5.4,5.0,2.6,0.0,0.0,0.0,0.0,0.0,1.7,6.5
SB Financial Group Inc.,SBFG,0.320,0.280,0.240,0.200,0.160,0.120,,0.000,0.000,,0.000,0.360,0.340,0.260,0.210,0.200,0.000,0.000,0.260,0.490,0.440,0.400,4.280,14.3,16.7,20.0,25.0,33.3,n/a,n/a,n/a,-100.0,5.9,30.8,23.8,5.0,n/a,n/a,-100.0,-46.9,11.4,10.0,-3.6,45.1
Schweitzer-Mauduit International Inc.,SWM,1.730,1.690,1.620,1.540,1.460,1.260,,0.450,0.300,,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,13.650,2.4,4.3,5.2,5.5,15.9,180.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,41.9
Scotts Miracle-Gro Company,SMG,2.160,2.060,1.940,1.840,1.775,1.525,,1.250,1.100,,0.750,0.500,0.500,0.500,0.500,0.250,0.000,0.000,0.000,0.000,0.000,0.000,16.650,4.9,6.2,5.4,3.7,16.4,22.0,13.6,46.7,50.0,0.0,0.0,0.0,100.0,n/a,n/a,n/a,n/a,n/a,n/a,20.7,29.1
SEI Investments Company,SEIC,0.600,0.580,0.520,0.480,0.440,0.350,#,0.300,0.220,,0.190,0.160,0.150,0.130,0.115,0.105,0.095,0.065,0.055,0.045,0.037,0.015,4.652,3.4,11.5,8.3,9.1,25.7,16.7,36.4,15.8,18.8,6.7,15.4,13.0,9.5,10.5,46.2,18.2,22.2,22.7,144.5,23.9,31.0
Selective Insurance Group Inc.,SIGI,0.740,0.66,0.61,0.57,0.53,0.52,0.52,0.52,0.52,,0.52,0.52,0.49,0.44,0.395,0.35,0.31,0.3,0.3,0.3,0.295,0.241758241758242,9.652,12.1,8.2,7.0,7.5,1.9,0.0,0.0,0.0,0.0,6.1,11.4,11.4,12.9,12.9,3.3,0.0,0.0,1.7,22.0,6.2,6.3
Sempra Energy,SRE,3.508,3.223,2.965,2.760,2.610,2.490,,2.280,1.830,,1.560,1.520,1.330,1.230,1.190,1.120,1.000,1.000,1.000,1.000,1.140,1.560,36.315,8.8,8.7,7.4,5.7,4.8,9.2,24.6,17.3,2.6,14.3,8.1,3.4,6.2,12.0,0.0,0.0,0.0,-12.3,-26.9,5.0,10.9
Sensient Technologies Corp.,SXT,1.350,1.230,1.110,1.040,0.980,0.910,,0.870,0.840,,0.790,0.760,0.740,0.680,0.610,0.600,0.600,0.590,0.540,0.532,0.532,0.530,15.834,9.8,10.8,6.7,6.1,7.7,4.6,3.6,6.3,3.9,2.7,8.8,11.5,1.7,0.0,1.7,9.3,1.5,0.0,0.4,5.1,3.8
Service Corp International,SCI,0.680,0.580,0.510,0.440,0.340,0.270,,0.220,0.190,,0.160,0.160,0.160,0.120,0.100,0.075,0.000,0.000,0.000,0.000,0.000,0.360,4.365,17.2,13.7,15.9,29.4,25.9,22.7,15.8,18.8,0.0,0.0,33.3,20.0,33.3,n/a,n/a,n/a,n/a,n/a,-100.0,10.4,33.4
ServisFirst Bancshares Inc.,SFBS,0.380,0.190,0.150,0.115,0.050,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.885,100.0,26.7,30.4,130.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,71.8,51.4
Shenandoah Telecommunications,SHEN,0.270,0.260,0.250,0.240,0.235,0.180,,0.165,0.165,,0.165,0.160,0.150,0.135,0.125,0.077,0.072,0.065,0.062,0.058,0.000,0.000,2.833,3.8,4.0,4.2,2.1,30.6,9.1,0.0,0.0,3.1,6.7,11.1,8.0,63.0,7.0,10.3,5.4,5.7,n/a,n/a,10.2,15.2
Sherwin-Williams Co.,SHW,3.440,3.400,3.360,2.680,2.200,2.000,,1.560,1.460,,1.440,1.420,1.400,1.260,1.000,0.820,0.680,0.620,0.595,0.580,0.540,0.480,30.935,1.2,1.2,25.4,21.8,10.0,28.2,6.8,1.4,1.4,1.4,11.1,26.0,22.0,20.6,9.7,4.2,2.6,7.4,12.5,11.3,9.6
Shoe Carnival Inc.,SCVL,0.310,0.290,0.270,0.250,0.240,0.230,,0.120,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.710,6.9,7.4,8.0,4.2,4.3,91.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.4,34.9
Sierra Bancorp,BSRR,0.640,0.560,0.480,0.420,0.340,0.260,,0.240,0.240,,0.240,0.400,0.680,0.620,0.540,0.450,0.370,0.320,0.280,0.180,0.220,0.100,7.580,14.3,16.7,14.3,23.5,30.8,8.3,0.0,0.0,-40.0,-41.2,9.7,14.8,20.0,21.6,15.6,14.3,55.6,-18.2,120.0,14.7,34.0
Signet Jewelers Limited,SIG,1.420,1.190,1.000,0.840,0.690,0.570,,0.460,0.100,,0.000,0.000,1.456,1.456,1.190,1.112,0.361,0.737,0.586,0.531,0.513,0.080,14.292,19.3,19.0,19.0,21.7,21.1,23.9,360.0,n/a,n/a,-100.0,0.0,22.4,7.0,208.3,-51.1,25.8,10.3,3.6,540.8,67.7,158.9
Silgan Holdings Inc.,SLGN,0.400,0.360,0.340,0.320,0.300,0.280,,0.240,0.220,,0.210,0.190,0.170,0.160,0.120,0.100,0.056,0.000,0.000,0.000,0.000,0.000,3.466,11.1,5.9,6.3,6.7,7.1,16.7,9.1,4.8,10.5,11.8,6.3,33.3,20.0,77.8,n/a,n/a,n/a,n/a,n/a,16.2,19.3
Simmons First National Corp.,SFNC,0.575,0.495,0.475,0.455,0.435,0.415,,0.395,0.390,,0.390,0.390,0.390,0.360,0.330,0.300,0.280,0.255,0.235,0.215,0.195,0.175,7.150,16.2,4.2,4.4,4.6,4.8,5.1,1.3,0.0,0.0,0.0,8.3,9.1,10.0,7.1,9.8,8.5,9.3,10.3,11.4,6.5,4.4
Simon Property Group Inc.,SPG,7.900,7.150,6.500,6.050,4.999,4.372,,3.855,3.103,,2.444,1.862,3.385,3.159,2.858,2.632,2.444,2.256,2.045,1.956,1.899,1.899,72.767,10.5,10.0,7.4,21.0,14.3,13.4,24.2,26.9,31.3,-45.0,7.1,10.5,8.6,7.7,8.3,10.3,4.6,3.0,0.0,9.2,15.5
Simpsom Manufacturing Co.,SSD,0.860,0.780,0.680,0.600,0.530,0.500,,0.500,0.475,,0.400,0.400,0.400,0.380,0.320,0.200,0.150,0.000,0.000,0.000,0.000,0.000,7.175,10.3,14.7,13.3,13.2,6.0,0.0,5.3,18.8,0.0,0.0,5.3,18.8,60.0,33.3,n/a,n/a,n/a,n/a,n/a,14.2,16.1
Sinclair Broadcast Group Inc.,SBGI,0.740,0.720,0.705,0.660,0.630,0.600,,0.540,0.480,,0.430,0.200,0.775,0.450,0.300,0.225,0.050,0.000,0.000,0.000,0.000,0.000,7.505,2.8,2.1,6.8,4.8,5.0,11.1,12.5,11.6,115.0,-74.2,72.2,50.0,33.3,350.0,n/a,n/a,n/a,n/a,n/a,43.1,97.9
Six Flags Entertainment Corp.,SIX,3.160,2.800,2.380,2.140,1.930,1.820,,1.350,0.090,,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.685,12.9,17.6,11.2,10.9,6.0,34.8,1400.0,500.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,249.2,495.0
SJW Corp.,SJW,1.120,0.870,0.810,0.780,0.750,0.730,,0.710,0.690,,0.680,0.660,0.644,0.604,0.566,0.536,0.510,0.485,0.460,0.429,0.410,0.400,12.844,28.7,7.4,3.8,4.0,2.7,2.8,2.9,1.5,3.0,2.5,6.6,6.7,5.6,5.1,5.1,5.5,7.2,4.6,2.5,5.7,5.9
Skyworks Solutions Inc.,SWKS,1.400,1.200,1.080,0.780,0.350,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.810,16.7,11.1,38.5,122.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.3,51.8
SL Green Realty Corp.,SLG,3.250,3.100,2.880,2.400,2.000,1.320,,1.000,0.400,,0.400,0.950,3.150,2.800,2.400,2.160,2.000,1.860,1.770,1.550,1.450,1.400,38.240,4.8,7.6,20.0,20.0,51.5,32.0,150.0,0.0,-57.9,-69.8,12.5,16.7,11.1,8.0,7.5,5.1,14.2,6.9,3.6,12.8,42.9
Snap-on Inc.,SNA,3.410,2.950,2.540,2.200,1.850,1.580,,1.400,1.300,,1.220,1.200,1.200,1.110,1.080,1.000,1.000,1.000,0.970,0.960,0.940,0.900,29.810,15.6,16.1,15.5,18.9,17.1,12.9,7.7,6.6,1.7,0.0,8.1,2.8,8.0,0.0,0.0,3.1,1.0,2.1,4.4,7.5,6.6
Sonoco Products Co.,SON,1.620,1.540,1.460,1.370,1.270,1.230,,1.190,1.150,,1.110,1.080,1.070,1.020,0.960,0.920,0.880,0.840,0.830,0.800,0.790,0.750,21.880,5.2,5.5,6.6,7.9,3.3,3.4,3.5,3.6,2.8,0.9,4.9,6.3,4.3,4.5,4.8,1.2,3.7,1.3,5.3,4.2,1.8
Sotherly Hotels Inc.,SOHO,0.470,0.410,0.365,0.290,0.205,0.140,,0.090,0.020,,0.000,0.020,0.680,0.680,0.680,0.510,0.000,0.000,0.000,0.000,0.000,0.000,4.560,14.6,12.3,25.9,41.5,46.4,55.6,350.0,n/a,-100.0,-97.1,0.0,0.0,33.3,n/a,n/a,n/a,n/a,n/a,n/a,31.9,112.3
Sound Financial Bancorp Inc.,SFBC,0.540,0.400,0.300,0.230,0.200,0.150,,0.000,0.000,,0.020,0.120,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.080,35.0,33.3,30.4,15.0,33.3,n/a,n/a,-100.0,-83.3,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.5,55.3
South Jersey Industries,SJI,1.128,1.098,1.064,1.005,0.945,0.900,,0.825,0.749,,0.678,0.595,0.540,0.490,0.450,0.425,0.405,0.385,0.375,0.370,0.365,0.360,13.150,2.7,3.2,5.8,6.3,5.0,9.1,10.2,10.5,13.9,10.2,10.2,8.9,5.9,4.9,5.2,2.7,1.4,1.4,1.4,6.3,3.7
South State Corp.,SSB,1.380,1.320,1.210,0.980,0.820,0.740,,0.690,0.680,,0.680,0.680,0.680,0.672,0.648,0.648,0.617,0.599,0.519,0.470,0.445,0.429,14.906,4.5,9.1,23.5,19.5,10.8,7.2,1.5,0.0,0.0,0.0,1.2,3.8,0.0,5.0,3.0,15.2,10.5,5.6,3.8,6.5,6.8
Southern Company,SO,2.380,2.300,2.223,2.153,2.083,2.013,,1.943,1.873,,1.803,1.733,1.663,1.595,1.535,1.475,1.415,1.385,1.355,1.210,0.819,0.819,33.769,3.5,3.5,3.3,3.4,3.5,3.6,3.7,3.9,4.0,4.2,4.2,3.9,4.1,4.2,2.2,2.2,12.0,47.8,0.0,6.2,10.3
Southern Michigan Bancorp Inc.,SOMC,0.860,0.820,0.700,0.620,0.560,0.490,,0.320,0.200,,0.200,0.350,0.800,0.800,0.751,0.667,0.629,0.610,0.610,0.571,0.000,0.000,10.557,4.9,17.1,12.9,10.7,14.3,53.1,60.0,0.0,-42.9,-56.3,0.0,6.5,12.7,6.1,3.1,0.0,6.7,n/a,n/a,6.4,27.2
Southern Missouri Bancorp Inc.,SMBC,0.480,0.420,0.380,0.350,0.330,0.310,,0.270,0.240,,0.240,0.240,0.220,0.190,0.180,0.180,0.180,0.160,0.143,0.125,0.125,0.125,4.888,14.3,10.5,8.6,6.1,6.5,14.8,12.5,0.0,0.0,9.1,15.8,5.6,0.0,0.0,12.5,11.6,14.7,0.0,0.0,7.5,6.0
Southside Bancshares,SBSI,1.200,1.077,0.915,0.836,0.761,0.678,,0.619,0.529,,0.489,0.377,0.333,0.292,0.260,0.251,0.212,0.180,0.133,0.113,0.086,0.082,9.424,11.4,17.7,9.4,9.8,12.2,9.5,17.1,8.1,29.8,13.2,14.0,12.2,3.7,18.3,18.0,35.0,17.6,32.5,4.9,15.5,8.7
Southwest Airlines Co.,LUV,0.570,0.475,0.375,0.285,0.220,0.130,,0.035,0.020,,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.016,0.015,2.341,20.0,26.7,31.6,29.5,69.2,271.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.8,29.2,63.1
Southwest Gas Corp.,SWX,2.055,1.935,1.755,1.580,1.425,1.285,,1.150,1.055,,0.988,0.938,0.890,0.850,0.820,0.820,0.820,0.830,0.820,0.820,0.820,0.820,22.475,6.2,10.3,11.1,10.9,10.9,11.7,9.0,6.8,5.3,5.3,4.7,3.7,0.0,0.0,-1.2,1.2,0.0,0.0,0.0,5.0,4.6
Southwest Georgia Financial Corp.,SGB,0.470,0.440,0.420,0.400,0.320,0.200,,0.160,0.100,,0.100,0.070,0.560,0.550,0.520,0.520,0.520,0.520,0.520,0.520,0.520,0.510,7.940,6.8,4.8,5.0,25.0,60.0,25.0,60.0,0.0,42.9,-87.5,1.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,30.6
SpartanNash Company,SPTN,0.720,0.660,0.600,0.540,0.480,0.350,,0.305,0.245,,0.200,0.200,0.200,0.200,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.900,9.1,10.0,11.1,12.5,37.1,14.8,24.5,22.5,0.0,0.0,0.0,0.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.8,11.7
Spire Inc.,SR,2.250,2.100,1.960,1.840,1.760,1.700,,1.660,1.620,,1.580,1.540,1.500,1.460,1.420,1.380,1.360,1.340,1.340,1.340,1.340,1.340,31.830,7.1,7.1,6.5,4.5,3.5,2.4,2.5,2.5,2.6,2.7,2.7,2.8,2.9,1.5,1.5,0.0,0.0,0.0,0.0,2.8,2.2
Sprague Resources LP,SRLP,2.625,2.400,2.160,1.920,1.565,0.000,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.670,9.4,11.1,12.5,22.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.9,6.0
STAG Industrial Inc.,STAG,1.420,1.403,1.391,1.360,1.280,1.170,,1.060,0.466,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.550,1.2,0.9,2.3,6.3,9.4,10.4,127.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.6,46.4
Standard Motor Products Inc.,SMP,0.840,0.760,0.680,0.600,0.520,0.440,,0.360,0.280,,0.200,0.000,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.360,0.340,8.260,10.5,11.8,13.3,15.4,18.2,22.2,28.6,40.0,n/a,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.7,28.4
Standex International Inc.,SXI,0.740,0.660,0.580,0.500,0.420,0.340,,0.290,0.250,,0.210,0.360,0.840,0.840,0.840,0.840,0.840,0.840,0.840,0.840,0.810,0.770,12.650,12.1,13.8,16.0,19.0,23.5,17.2,16.0,19.0,-41.7,-57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,5.2,2.5,20.2
Stanley Black & Decker,SWK,2.580,2.420,2.260,2.140,2.040,1.980,,1.800,1.640,,1.340,1.300,1.260,1.220,1.180,1.140,1.080,1.030,0.990,0.940,0.900,0.870,30.110,6.6,7.1,5.6,4.9,3.0,10.0,9.8,22.4,3.1,3.2,3.3,3.4,3.5,5.6,4.9,4.0,5.3,4.4,3.4,6.0,4.5
Star Gas Partners LP,SGU,0.463,0.433,0.403,0.373,0.345,0.325,,0.310,0.310,,0.290,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.520,6.9,7.5,8.1,8.0,6.2,4.8,0.0,6.9,7.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.2,2.5
Starbucks Corp.,SBUX,1.320,1.050,0.850,0.680,0.550,0.445,,0.360,0.280,,0.180,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.715,25.7,23.5,25.0,23.6,23.6,23.6,28.6,55.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.7,11.0
State Street Corp.,STT,1.780,1.560,1.400,1.280,1.120,1.020,,0.900,0.550,,0.040,0.270,0.940,0.860,0.780,0.700,0.620,0.540,0.460,0.390,0.330,0.290,15.830,14.1,11.4,9.4,14.3,9.8,13.3,63.6,1275.0,-85.2,-71.3,9.3,10.3,11.4,12.9,14.8,17.4,17.9,18.2,13.8,72.7,292.9
Steel Dynamics Inc.,STLD,0.718,0.605,0.558,0.528,0.455,0.430,,0.400,0.375,,0.300,0.350,0.375,0.300,0.200,0.100,0.375,0.000,0.000,0.000,0.000,0.000,6.068,18.6,8.5,5.7,15.9,5.8,7.5,6.7,25.0,-14.3,-6.7,25.0,50.0,100.0,-73.3,n/a,n/a,n/a,n/a,n/a,12.5,37.3
Steelcase Inc.,SCS,0.533,0.503,0.473,0.443,0.415,0.390,,0.330,0.220,,0.160,0.240,0.600,0.580,0.410,0.300,0.240,0.240,0.240,0.440,0.440,0.440,7.635,6.0,6.3,6.8,6.6,6.4,18.2,50.0,37.5,-33.3,-60.0,3.4,41.5,36.7,25.0,0.0,0.0,-45.5,0.0,0.0,5.6,28.2
Stepan Company,SCL,0.925,0.840,0.785,0.730,0.690,0.650,,0.580,0.530,,0.490,0.450,0.425,0.413,0.403,0.393,0.386,0.381,0.369,0.354,0.326,0.306,10.425,10.1,7.0,7.5,5.8,6.2,12.1,9.4,8.2,8.9,5.9,3.0,2.5,2.5,1.6,1.3,3.4,4.2,8.4,6.5,6.0,3.1
Steris plc,STE,1.300,1.180,1.060,0.960,0.880,0.800,,0.720,0.640,,0.520,0.410,0.280,0.220,0.170,0.120,0.000,0.000,0.000,0.000,0.000,0.000,9.260,10.2,11.3,10.4,9.1,10.0,11.1,12.5,23.1,26.8,46.4,27.3,29.4,41.7,n/a,n/a,n/a,n/a,n/a,n/a,20.7,12.8
Stock Yards Bancorp Inc.,SYBT,0.960,0.800,0.717,0.640,0.587,0.540,,0.513,0.480,,0.460,0.453,0.453,0.420,0.382,0.298,0.248,0.194,0.165,0.145,0.124,0.105,8.684,20.0,11.6,12.0,9.1,8.6,5.2,6.9,4.3,1.5,0.0,7.9,9.9,28.1,20.5,27.9,17.3,14.2,16.8,18.2,12.6,8.0
