Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
Ritchie Brothers Auctioneers Inc.,RBA,Industrials,Commercial Services & Supplies,18,179,-,-,35.96,2.00,0.1800,4,0.72,C23,0.1700,8-28-18,9-19-18,5.88,2.9 ,5.3 ,6.7 ,7.5 ,0.901 ,n/a,"Can,US$",69.23,34.58,12,1.04,2.89,3.90,4.78,15.90,-29.40,23.84,-4.10,12.00,"3,870",14.3,0.93,(25.8),8.8 ,171.0 ,0.71,0.78,0.86,0.94,1.04,4.32,12.0,0.77 ,20.1,-7.3,5.7,4.1,,2001,2,5.8
Robert Half International Inc.,RHI,Industrials,Professional Services,15,231,-,-,64.43,1.74,0.2800,4,1.12,C15,0.2400,2-22-18,3-15-18,16.67,16.7 ,11.9 ,11.8 ,9.8 ,1.209 ,0.971,,33.04,19.01,12,3.39,0.97,1.37,6.91,33.10,0.00,9.90,12.20,19.60,"7,740",0.2,0.00,(5.4),13.6 ,141.6 ,1.12,1.23,1.35,1.49,1.64,6.83,10.6,1.23 ,25.5,-19.4,9.6,-1.9,,2004,1,19
Rollins Inc.,ROL,Industrials,Commercial Services & Supplies,17,200,N,-,37.24,1.13,0.1050,4,0.42,C09,0.0933,2-8-19,3-11-19,12.54,21.7 ,20.5 ,18.5 ,17.5 ,1.058 ,1.606,Adj Split,59.15,52.45,12,0.71,6.41,6.63,16.63,29.00,14.10,10.44,11.50,8.20,"12,080",3.3,0.00,(32.9),19.6 ,522.6 ,0.41,0.45,0.49,0.53,0.57,2.45,6.6,0.49 ,25.2,-13.3,-2.4,-0.1,,2003,1,18.5
Ross Stores Inc.,ROST,Consumer Discretionary,Specialty Retail,24,134,-,-,92.12,0.98,0.2250,4,0.90,C30,0.1600,3-16-18,3-30-18,40.63,40.6 ,24.2 ,21.5 ,25.2 ,0.852 ,1.580,,22.28,22.80,1,4.04,1.90,2.25,10.64,50.90,17.90,7.70,13.60,12.01,"33,660",0.1,0.12,(0.3),22.5 ,228.4 ,0.99,1.07,1.17,1.29,1.42,5.94,6.4,0.92 ,24.9,-11.7,7.7,3.9,,1995,2,26.7
Royal Gold Inc.,RGLD,Materials,Metals & Mining,18,180,-,-,87.37,1.21,0.2650,4,1.06,A19,0.2500,1-3-19,1-18-19,6.00,4.2 ,4.4 ,4.6 ,13.6 ,0.336 ,n/a,,n/a,n/a,6,-1.47,n/a,12.79,2.72,-5.90,-181.20,36.98,-25.90,34.30,"5,710",0.6,0.17,n/a,5.8 ,n/a,1.01,1.11,1.22,1.34,1.48,6.17,7.1,0.22 ,24.5,-11.3,9.1,5.5,,2002,1,-4.6
Ryder System,R,Industrials,Road & Rail,14,271,Y,Y,57.91,3.73,0.5400,4,2.16,C16,0.5200,8-17-18,9-21-18,3.85,17.8 ,10.8 ,10.3 ,8.7 ,1.180 ,n/a,,53.60,14.37,12,4.03,0.98,0.37,1.04,28.10,-35.40,6.48,-4.00,14.61,"3,020",0.7,2.15,(0.4),14.0 ,(18.5),2.14,2.28,2.51,2.76,3.03,12.72,22.0,1.64 ,29.3,-34.8,10.5,-12.6,,2005,1,6.7
Sempra Energy,SRE,Utilities,Multi-Utilities,15,237,N,N,116.98,3.06,0.8950,4,3.58,A15,0.8225,3-22-18,4-15-18,8.81,8.8 ,8.3 ,7.1 ,10.2 ,0.697 ,1.391,,211.83,69.22,12,1.69,7.99,2.82,2.23,-3.20,-18.20,11.37,5.10,8.69,"32,080",0.1,1.79,(59.1),10.2 ,161.9 ,3.54,3.90,4.24,4.60,5.00,21.28,18.2,0.51 ,16.4,-8.1,3.6,3.5,,2004,1,-0.8
Sensient Technologies Corp.,SXT,Materials,Chemicals,13,293,N,N,62.78,2.29,0.3600,4,1.44,C01,0.3300,11-2-18,12-3-18,9.09,9.8 ,9.1 ,8.2 ,6.2 ,1.325 ,n/a,,37.60,16.39,12,3.83,4.32,1.90,3.13,16.50,-10.50,0.14,-0.50,3.80,"2,650",0.6,0.91,(5.9),10.5 ,51.0 ,1.36,1.37,1.42,1.47,1.53,7.14,11.4,1.06 ,20.9,-19.9,4.6,-7.3,,2007,1,7.7
Silgan Holdings Inc.,SLGN,Materials,Containers & Packaging,15,235,-,-,27.62,1.45,0.1000,4,0.40,C30,0.0900,3-15-18,3-30-18,11.11,11.1 ,7.7 ,7.4 ,8.9 ,0.828 ,1.297,,20.20,13.95,12,1.98,1.02,0.69,3.35,27.70,12.00,7.88,5.70,13.74,"3,020",0.4,3.20,(5.1),8.8 ,44.1 ,0.44,0.47,0.52,0.57,0.63,2.64,9.6,0.75 ,24.2,-11.1,10.5,4.2,,2004,1,4.7
South Jersey Industries,SJI,Utilities,Gas Utilities,20,168,N,N,29.78,3.86,0.2875,4,1.15,C27,0.2800,12-7-18,12-27-18,2.68,2.7 ,3.9 ,4.6 ,7.6 ,0.603 ,n/a,,n/a,n/a,12,-0.37,n/a,1.82,2.06,-1.90,-113.70,-2.50,-16.40,12.70,"2,550",0.6,2.58,n/a,8.5 ,n/a,1.14,1.15,1.27,1.39,1.53,6.48,21.7,0.87 ,14.7,-18.9,0.0,-7.4,,2000,2,-0.5
Southern Company,SO,Utilities,Electric Utilities,18,177,N,Y,48.60,4.94,0.6000,4,2.40,C06,0.5800,5-18-18,6-6-18,3.45,3.5 ,3.4 ,3.4 ,3.7 ,0.934 ,n/a,,112.68,22.82,12,2.13,13.63,2.12,2.00,10.00,-77.60,-0.85,-26.50,1.68,"50,490",0.1,1.89,(14.5),8.3 ,42.4 ,2.40,2.43,2.47,2.51,2.55,12.36,25.4,0.15 ,14.7,-1.7,5.2,6.6,,2001,2,2.2
Southside Bancshares,SBSI,Financials,Banks,24,137,N,-,32.99,3.64,0.3000,4,1.20,C07,0.2800,5-23-18,6-7-18,7.14,11.4 ,12.8 ,12.1 ,13.7 ,0.884 ,3.663,,58.82,16.17,12,2.04,8.10,5.26,1.54,8.90,4.20,5.08,3.30,2.00,"1,160",1.2,0.21,(0.4),15.7 ,5.2 ,1.25,1.31,1.34,1.37,1.39,6.67,20.2,0.85 ,12.7,-11.6,0.1,-3.1,,1995,2,1.1
Southwest Gas Corp.,SWX,Utilities,Gas Utilities,12,295,N,N,78.32,2.66,0.5200,4,2.08,C01,0.4950,5-14-18,6-1-18,5.05,6.2 ,9.2 ,9.8 ,8.7 ,1.128 ,1.697,,55.47,20.89,12,3.75,3.37,1.47,1.99,11.10,19.20,4.59,5.80,6.20,"4,180",0.9,1.12,(8.4),12.5 ,35.9 ,2.26,2.36,2.51,2.67,2.83,12.63,16.1,0.36 ,25.2,-8.9,-0.7,0.7,,2007,1,3.3
Spire Inc.,SR,Utilities,Gas Utilities,16,220,N,N,79.37,2.99,0.5925,4,2.37,A03,0.5625,12-10-18,1-3-19,5.33,7.1 ,6.9 ,5.8 ,4.1 ,1.393 ,0.641,,74.29,24.88,9,3.19,9.24,2.06,1.77,9.70,-9.20,4.39,9.00,2.70,"4,060",0.5,1.17,(16.1),8.8 ,39.9 ,2.27,2.37,2.44,2.50,2.57,12.15,15.3,0.22 ,32.1,-2.2,3.6,7.9,,2004,1,3.2
Steris plc,STE,Health Care,Health Care Equipment & Supplies,14,272,-,-,114.06,1.19,0.3400,4,1.36,C28,0.3100,8-28-18,9-27-18,9.68,10.2 ,10.6 ,10.2 ,16.6 ,0.614 ,3.289,"ADR-UK,US$",39.19,32.87,3,3.47,3.29,3.58,3.09,10.10,148.50,11.18,3.10,10.00,"9,640",0.2,0.41,(21.5),11.4 ,112.5 ,1.43,1.57,1.73,1.90,2.09,8.73,7.7,1.07 ,37.6,-6.3,2.2,4.3,,2005,1,6.2
Texas Instruments,TXN,Information Technology,Semiconductors & Semiconductor Equipment,15,249,N,Y,100.68,3.06,0.7700,4,3.08,B13,0.6200,10-30-18,11-19-18,24.19,24.1 ,23.4 ,19.7 ,20.4 ,0.965 ,1.016,,55.50,18.14,12,5.55,2.26,6.18,9.28,41.40,5.30,12.24,19.40,8.04,"97,560",0.1,0.48,4.6 ,22.8 ,173.5 ,2.77,3.05,3.29,3.56,3.84,16.50,16.4,1.20 ,14.8,-15.0,4.9,-3.9,,2004,1,24.2
Texas Pacific Land Trust,TPL,Energy,"Oil, Gas & Consumable Fuels",15,233,-,-,695.41,0.15,1.0500,1,1.05,Mar,0.3500,3-8-18,3-16-18,200.00,200.0 ,53.6 ,33.2 ,19.3 ,1.724 ,0.918,,4.82,31.93,12,21.78,n/a,22.08,27.76,117.40,120.90,n/a,36.20,n/a,"5,420",0.8,0.00,1.5 ,33.4 ,527.6 ,1.16,1.19,1.23,1.26,1.30,6.13,0.9,1.33 ,70.0,-20.8,20.8,0.0,,2004,1,101.6
Thomasville Bancshares Inc.,THVB,Financials,Banks,17,186,-,-,39.20,3.32,0.6500,2,1.30,JlDe,0.5000,6-14-18,7-3-18,30.00,30.0 ,20.1 ,16.7 ,17.9 ,0.933 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.0 ,n/a,1.34,1.38,1.42,1.46,1.51,7.11,18.1,n/a,n/a,n/a,n/a,n/a,OTC,2002,1,n/a
Tiffany & Company,TIF,Consumer Discretionary,Specialty Retail,16,210,N,Y,88.73,2.48,0.5500,4,2.20,A10,0.5000,6-19-18,7-10-18,10.00,10.5 ,10.4 ,9.7 ,12.6 ,0.771 ,1.986,,46.81,18.88,1,4.70,1.83,2.44,3.61,14.10,15.70,5.79,4.90,10.34,"10,850",0.2,0.32,(6.7),12.2 ,74.0 ,2.31,2.44,2.69,2.96,3.25,13.65,15.4,1.61 ,21.5,-37.4,1.1,-21.9,,2003,1,8.4
TJX Companies Inc.,TJX,Consumer Discretionary,Specialty Retail,22,152,-,-,49.73,1.57,0.1950,4,0.78,C07,0.1563,5-16-18,6-7-18,24.80,23.8 ,22.6 ,21.9 ,21.6 ,1.016 ,2.465,Adj/Split,32.91,20.98,1,2.37,1.80,1.59,11.70,59.30,12.80,6.38,8.90,11.64,"61,510",0.1,0.42,2.5 ,23.5 ,230.3 ,0.82,0.87,0.95,1.05,1.15,4.84,9.7,0.64 ,36.6,-12.2,6.8,1.8,,1997,2,21.6
Torchmark Corp.,TMK,Financials,Insurance,13,285,Y,Y,83.76,0.76,0.1600,4,0.64,B01,0.1500,4-2-18,5-1-18,6.67,6.8 ,5.8 ,7.4 ,9.9 ,0.750 ,0.185,,3.08,4.03,12,20.78,0.29,2.15,1.70,27.00,345.10,7.61,40.30,13.70,"9,260",1.6,0.36,4.2 ,8.2 ,(44.8),0.69,0.75,0.82,0.90,0.99,4.15,5.0,1.00 ,20.2,-8.7,4.2,-0.8,,2006,1,6.7
Toro Company,TTC,Industrials,Machinery,10,327,N,Y,59.50,1.51,0.2250,4,0.90,A10,0.2000,12-19-18,1-9-19,12.50,14.3 ,17.0 ,23.4 ,18.2 ,1.282 ,1.527,,33.71,22.28,10,2.67,1.14,2.42,9.43,43.10,10.90,10.18,15.30,19.50,"6,350",0.6,0.47,2.6 ,24.9 ,205.6 ,0.88,0.97,1.06,1.17,1.29,5.37,9.0,0.74 ,12.3,-10.7,1.8,-0.1,,2010,0,17.4
Transmontaigne Partners LP,TLP,Energy,"Oil, Gas & Consumable Fuels",14,274,-,-,40.87,7.88,0.8050,4,3.22,B08,0.7950,10-30-18,11-8-18,1.26,7.7 ,5.9 ,4.1 ,3.4 ,1.210 ,n/a,Being Acquired,191.67,24.33,12,1.68,4.87,3.06,2.26,9.00,2.60,13.78,-1.00,5.00,662,0.2,1.97,(12.3),12.0 ,56.3 ,3.24,3.56,3.74,3.93,4.12,18.58,45.5,0.25 ,20.3,-1.7,0.9,4.9,,2005,1,2.8
Travelers Companies,TRV,Financials,Insurance,14,265,Y,Y,125.54,2.45,0.7700,4,3.08,C29,0.7200,6-7-18,6-29-18,6.94,7.1 ,8.4 ,9.1 ,9.8 ,0.929 ,2.117,,32.70,13.33,12,9.42,0.78,1.12,1.49,8.80,-24.20,6.19,4.30,17.12,"33,410",0.1,0.29,(1.8),11.6 ,(6.1),3.06,3.25,3.57,3.93,4.33,18.14,14.5,1.10 ,13.0,-16.6,2.2,-1.4,,2005,1,1.9
Union Pacific,UNP,Industrials,Road & Rail,12,297,N,N,159.07,2.01,0.8000,4,3.20,C30,0.7300,8-30-18,9-28-18,9.59,23.4 ,11.6 ,15.6 ,20.7 ,0.754 ,1.979,,42.05,20.90,12,7.61,1.27,5.18,5.68,50.30,19.40,13.24,7.90,16.43,"116,760",0.1,1.09,(3.3),17.6 ,129.7 ,3.37,3.70,4.07,4.48,4.93,20.55,12.9,1.09 ,31.2,-4.0,7.9,8.0,,2007,1,19.3
Unum Group,UNM,Financials,Insurance,10,322,Y,Y,34.76,2.99,0.2600,4,1.04,B18,0.2300,7-27-18,8-17-18,13.04,14.0 ,11.9 ,12.2 ,12.6 ,0.975 ,2.076,,45.81,15.31,12,2.27,1.52,0.66,0.89,5.80,7.30,5.27,5.90,10.08,"7,610",0.4,0.35,(0.1),15.2 ,(22.2),1.05,1.11,1.22,1.34,1.47,6.19,17.8,1.45 ,29.9,-36.5,7.0,-6.2,,2009,0,0.9
Utah Medical Products Inc.,UTMD,Health Care,Health Care Equipment & Supplies,16,221,-,-,93.94,1.17,0.2750,4,1.10,A03,0.2700,12-13-18,1-3-19,1.85,1.9 ,1.8 ,1.9 ,1.8 ,1.042 ,0.255,,22.31,19.05,12,4.93,n/a,7.95,3.95,15.20,21.00,n/a,7.30,n/a,337,0.6,0.00,(16.0),3.0 ,82.9 ,1.19,1.22,1.26,1.30,1.34,6.31,6.7,0.71 ,27.0,-20.2,8.1,-1.1,,2004,1,13.1
Vector Group Ltd.,VGR,Consumer Staples,Tobacco,20,163,-,-,11.00,14.55,0.4000,4,1.60,C28,0.3810,12-19-17,12-28-17,5.00,3.7 ,4.6 ,4.7 ,4.9 ,0.973 ,0.764,Adj/Stk Div,484.85,33.33,12,0.33,3.06,0.82,n/a,-15.20,-29.10,30.77,6.20,11.00,"1,530",1.2,n/a,(14.0),19.3 ,n/a,1.62,1.78,1.96,2.15,2.37,9.87,89.7,0.71 ,19.4,-46.1,-0.8,-27.0,,1999,2,5.5
Verizon Communications,VZ,Communication Services,Diversified Telecommunication Services,14,273,Y,N,55.06,4.38,0.6025,4,2.41,B01,0.5900,10-9-18,11-1-18,2.12,2.2 ,2.3 ,2.7 ,3.1 ,0.879 ,0.045,,64.27,14.68,12,3.75,2.28,1.76,4.18,64.40,1.30,1.50,60.50,6.44,"230,210",0.0,2.07,(7.6),7.1 ,65.2 ,2.40,2.44,2.60,2.76,2.94,13.14,23.9,0.53 ,19.5,-10.6,-3.8,3.3,,2005,1,12.3
Visa Inc.,V,Information Technology,IT Services,11,315,-,-,135.01,0.74,0.2500,4,1.00,C06,0.2100,11-15-18,12-4-18,19.05,27.5 ,20.7 ,20.4 ,32.6 ,0.627 ,1.301,,25.38,34.27,9,3.94,2.15,14.34,10.51,35.20,40.70,16.59,15.70,15.92,"295,510",0.1,0.58,(13.1),21.2 ,300.1 ,0.97,1.06,1.17,1.29,1.42,5.91,4.4,1.04 ,21.6,-10.9,-0.5,-1.6,,2008,1,14.5
VSE Corp.,VSEC,Industrials,Commercial Services & Supplies,15,244,-,-,32.63,0.98,0.0800,4,0.32,B02,0.0700,7-17-18,8-1-18,14.29,15.4 ,12.6 ,12.0 ,13.4 ,0.895 ,40.100,,10.70,10.91,12,2.99,1.37,0.47,1.11,14.10,6.00,n/a,0.30,8.00,335,19.2,0.61,2.1 ,13.0 ,(26.6),0.32,0.33,0.35,0.38,0.41,1.79,5.5,1.24 ,21.1,-41.8,7.9,-16.5,,2004,1,6.8
W.P. Carey Inc.,WPC,Real Estate,Equity Real Estate Investment Trusts (REITs),22,153,N,N,74.89,5.50,1.0300,4,4.12,A16,1.0250,12-28-18,1-15-19,0.49,1.2 ,2.1 ,5.1 ,7.7 ,0.657 ,0.755,,156.06,28.37,12,2.64,n/a,14.68,2.64,9.40,-0.20,-18.55,6.70,n/a,"11,880",0.6,1.52,(17.8),10.6 ,82.4 ,4.11,4.15,4.28,4.40,4.54,21.48,28.7,0.62 ,26.4,0.9,9.1,13.2,,1998,2,3.5
W.R. Berkley Corp.,WRB,Financials,Insurance,17,187,-,-,76.89,0.78,0.1500,4,0.60,A05,0.1400,6-14-18,7-5-18,7.14,7.3 ,7.9 ,9.2 ,9.9 ,0.931 ,3.285,,11.98,15.35,12,5.01,0.82,1.22,1.79,12.20,-12.50,-0.36,2.80,18.65,"9,350",1.2,0.50,(5.4),10.0 ,10.5 ,0.60,0.60,0.66,0.73,0.80,3.39,4.4,0.75 ,16.8,-3.8,2.8,2.4,,2002,1,2.7
Waste Management,WM,Industrials,Commercial Services & Supplies,15,234,N,Y,95.67,1.94,0.4650,4,1.86,C26,0.4250,3-9-18,3-26-18,9.41,9.4 ,6.5 ,5.0 ,5.6 ,0.888 ,0.186,Est Dates,28.01,14.41,12,6.64,1.01,2.78,6.56,37.70,117.50,7.23,26.70,14.30,"40,940",0.1,1.61,(7.5),6.9 ,105.0 ,2.05,2.19,2.41,2.65,2.92,12.23,12.8,0.64 ,22.0,0.0,4.5,9.0,,2004,1,10.4
WD-40 Company,WDFC,Consumer Staples,Household Products,10,332,-,-,181.75,1.34,0.6100,4,2.44,A31,0.5400,1-17-19,1-31-19,12.96,10.2 ,12.4 ,11.7 ,8.0 ,1.466 ,1.140,,58.23,43.38,8,4.19,4.34,6.10,16.55,42.90,10.90,11.42,10.30,10.00,"2,510",1.9,0.52,(30.3),13.1 ,464.9 ,2.38,2.61,2.87,3.16,3.48,14.51,8.0,0.25 ,56.6,-3.1,3.6,12.7,,2010,0,18.8
WEC Energy Group Inc.,WEC,Utilities,Multi-Utilities,16,229,N,N,73.03,3.23,0.5900,4,2.36,C01,0.5525,2-13-19,3-1-19,6.79,6.3 ,8.2 ,8.9 ,15.1 ,0.586 ,1.478,,69.21,21.42,12,3.41,4.56,3.06,2.36,13.30,6.10,5.22,6.00,4.70,"23,430",0.2,1.15,(9.3),12.1 ,49.9 ,2.34,2.47,2.58,2.70,2.83,12.93,17.7,0.12 ,24.9,-3.3,2.9,9.2,,2004,1,4
Western Gas Partners LP,WES,Energy,"Oil, Gas & Consumable Fuels",12,305,-,-,48.36,8.11,0.9800,4,3.92,B14,0.9650,1-31-19,2-13-19,1.55,6.8 ,8.5 ,11.4 ,23.5 ,0.485 ,1.250,Being Acquired,461.18,56.89,12,0.85,n/a,3.51,2.18,3.60,-25.30,162.80,9.10,n/a,"7,250",34.2,1.35,(37.4),19.5 ,134.8 ,3.81,4.19,4.31,4.44,4.58,21.33,44.1,1.23 ,26.1,-9.5,6.3,1.3,,2008,1,1.5
Westlake Chemical Corp.,WLK,Materials,Chemicals,15,246,-,-,73.90,1.35,0.2500,4,1.00,C18,0.2100,8-27-18,9-12-18,19.05,14.8 ,9.9 ,17.4 ,24.5 ,0.709 ,1.280,,12.11,8.95,12,8.26,0.46,1.07,1.71,31.80,78.40,-5.63,13.60,19.27,"9,250",0.4,0.48,9.8 ,18.8 ,(17.5),1.01,1.02,1.12,1.24,1.36,5.76,7.8,1.52 ,23.6,-40.5,5.8,-19.1,,2004,1,14.3
WestRock Company,WRK,Materials,Containers & Packaging,10,325,-,-,40.71,4.47,0.4550,4,1.82,B20,0.4300,11-8-18,11-19-18,5.81,7.1 ,11.8 ,27.0 ,25.5 ,1.058 ,n/a,,68.68,15.36,9,2.65,1.02,0.63,0.90,16.70,-4.10,6.42,-11.80,14.97,"10,210",0.9,0.56,16.1 ,31.5 ,(21.6),1.76,1.88,2.06,2.27,2.50,10.47,25.7,1.85 ,15.7,-40.5,-3.3,-21.8,,2010,0,7.5
Westwood Holdings Group Inc.,WHG,Financials,Capital Markets,17,195,-,-,36.62,7.86,0.7200,4,2.88,A02,0.6800,12-6-18,1-2-19,5.88,9.7 ,10.8 ,11.2 ,9.0 ,1.245 ,1.018,RecDat Streak,89.16,11.34,12,3.23,n/a,2.55,1.87,15.20,0.40,n/a,11.00,n/a,332,5.0,0.00,7.7 ,19.1 ,(2.9),2.73,2.81,2.90,2.98,3.07,14.50,39.6,1.47 ,13.8,-45.4,-1.7,-27.5,,2003,1,13
Williams-Sonoma Inc.,WSM,Consumer Discretionary,Specialty Retail,13,286,-,-,54.43,3.16,0.4300,4,1.72,B25,0.3900,4-26-18,5-25-18,10.26,9.1 ,6.8 ,7.9 ,13.5 ,0.585 ,1.193,,46.99,14.87,1,3.66,1.97,0.79,4.01,24.00,2.50,2.70,6.60,7.58,"4,380",0.1,0.33,(3.8),11.0 ,62.8 ,1.72,1.77,1.90,2.05,2.20,9.64,17.7,0.90 ,20.9,-26.4,3.5,-5.9,,2006,1,10.2
Xcel Energy,XEL,Utilities,Electric Utilities,15,238,N,Y,52.36,2.90,0.3800,4,1.52,A20,0.3600,3-14-18,4-20-18,5.56,5.6 ,6.0 ,6.4 ,4.8 ,1.322 ,1.454,,86.36,29.75,12,1.76,4.49,2.39,2.20,10.60,4.30,5.84,4.40,6.64,"27,360",0.2,1.36,(20.4),9.3 ,70.6 ,1.56,1.66,1.77,1.88,2.01,8.88,17.0,0.19 ,26.1,-3.2,3.0,9.7,,2004,1,2.8
Xilinx Inc.,XLNX,Information Technology,Semiconductors & Semiconductor Equipment,16,208,-,-,111.94,1.29,0.3600,4,1.44,C04,0.3500,5-14-18,6-4-18,2.86,3.6 ,5.4 ,8.1 ,10.2 ,0.789 ,0.799,,42.86,33.32,3,3.36,1.83,9.75,11.59,22.80,24.90,11.01,10.10,18.20,"28,320",0.1,0.70,(24.0),9.4 ,314.3 ,1.57,1.73,1.90,2.09,2.30,9.60,8.6,1.06 ,79.8,-1.3,23.8,45.0,,2003,1,10.6
York Water Company,YORW,Utilities,Water Utilities,22,154,N,N,32.90,2.11,0.1733,4,0.69,A16,0.1666,12-28-18,1-15-19,4.02,4.0 ,3.7 ,3.8 ,3.2 ,1.167 ,0.534,,66.65,31.63,12,1.04,6.47,8.74,3.42,10.90,10.60,11.88,7.10,4.90,426,0.8,0.73,(25.7),5.9 ,119.3 ,0.73,0.81,0.85,0.89,0.93,4.20,12.8,0.23 ,19.9,-8.9,1.6,3.9,,1998,2,3.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Averages for All,205,,,15.7,,,,86.40,2.81,0.5188,,1.93,,0.4778,,,10.01,11.5 ,9.7 ,10.5 ,11.4 ,0.937 ,2.150,,60.58,23.26,,4.14,2.92,3.35,4.91,17.88,11.06,12.59,6.63,11.30,25640,2.83,1.00,-9.92,13.28,97.44,1.95,2.06,2.21,2.38,2.55,11.16,16.19,0.82,23.27,-16.20,2.84,-2.06,,2004,1.12,7.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Averages by Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communication Services,2,,,13.0,,,,45.8,3.34,0.4063,,1.63,,0.3900,,,6.32,10.71,8.30,8.48,12.92,0.7527,0.5879,,49.28,14.80,,3.10,1.70,1.77,3.26,49.30,9.45,7.45,36.55,9.90,199360,0.07,1.55,-2.99,11.82,44.74,1.60,1.66,1.78,1.91,2.06,9.02,18.62,0.80,19.83,-12.51,-1.59,3.93,,2007,1.00,12.35
Consumer Discretionary,15,,,16.0,,,,72.4,2.19,0.4097,,1.54,,0.3698,,,14.14,15.65,13.17,13.67,15.08,0.9411,1.7325,,38.57,20.47,,3.73,5.00,1.70,5.93,23.61,11.99,8.51,11.25,10.32,19392,0.95,0.47,-4.61,15.86,124.45,1.62,1.72,1.84,1.96,2.10,9.24,13.12,0.80,26.01,-20.47,1.84,-4.60,,2003,1.13,12.49
Consumer Staples,19,,,15.6,,,,71.7,3.20,0.3997,,1.60,,0.3681,,,9.96,8.14,7.90,9.53,12.22,0.8270,1.8393,,83.87,27.93,,2.89,3.43,1.88,4.50,19.26,-19.46,17.43,-0.67,8.92,18084,3.75,0.84,-15.20,12.73,116.68,1.61,1.71,1.84,1.99,2.14,9.29,18.67,0.67,25.24,-18.93,2.03,-2.31,,2004,1.16,9.80
Energy,10,,,16.5,,,,108.7,6.21,0.7440,,2.66,,0.6615,,,22.09,26.81,11.82,12.25,11.76,1.0569,1.5727,,143.59,24.07,,4.08,1.80,4.98,6.17,18.68,17.26,15.90,0.78,17.24,27854,4.82,1.37,-5.83,18.46,132.60,2.72,2.85,3.04,3.24,3.46,15.31,35.80,0.98,26.73,-12.42,6.56,-1.10,,2003,1.30,15.64
Financials,51,,,16.0,,,,73.2,2.76,0.5285,,1.72,,0.4890,,,9.19,12.13,9.98,10.08,10.37,0.9279,1.7046,,35.45,15.10,,5.25,1.69,3.42,2.35,13.31,18.99,24.73,10.82,11.59,7813,4.10,0.37,-2.18,12.84,20.02,1.72,1.80,1.91,2.03,2.16,9.61,15.34,0.89,17.53,-20.30,1.46,-7.10,,2003,1.18,3.12
Health Care,12,,,13.9,,,,151.2,1.55,0.3982,,1.58,,0.3677,,,8.56,9.59,9.78,11.34,13.41,0.8812,1.4500,,33.44,29.12,,3.81,3.23,2.90,4.32,15.93,19.29,8.12,-0.42,10.17,14014,1.97,0.56,-16.16,12.89,130.45,1.62,1.70,1.80,1.90,2.01,9.02,8.95,0.95,32.46,-21.29,1.65,-2.58,,2006,0.83,7.35
Industrials,35,,,16.1,,,,96.4,1.90,0.4806,,1.89,,0.4373,,,10.23,12.79,10.63,11.71,12.07,0.9554,3.8703,,39.13,22.25,,5.25,1.65,2.22,7.39,25.88,31.44,11.10,8.06,14.64,20504,2.13,1.09,-8.64,13.61,134.47,1.91,2.07,2.28,2.50,2.74,11.50,11.46,1.04,20.89,-17.41,3.91,-3.46,,2003,1.14,10.93
Information Technology,13,,,15.5,,,,94.1,2.39,0.5946,,2.15,,0.5359,,,13.37,12.28,10.77,11.65,14.43,0.8261,1.5399,,47.76,24.44,,3.86,3.08,5.51,12.56,20.25,26.12,9.98,9.07,11.03,135059,2.99,2.28,-10.75,14.05,175.11,2.17,2.32,2.50,2.69,2.89,12.57,14.09,1.11,23.48,-15.84,4.04,-0.10,,2004,1.00,7.98
Materials,12,,,14.2,,,,110.2,1.74,0.4625,,1.73,,0.4288,,,7.81,6.93,7.86,11.13,14.09,0.9071,3.4608,,40.21,28.00,,4.15,2.86,4.63,3.38,14.70,-27.61,8.83,-2.96,14.56,6615,2.38,0.83,-13.84,12.87,100.45,1.75,1.83,1.99,2.15,2.34,10.06,10.13,1.06,23.87,-17.57,3.93,-1.69,,2005,0.92,5.82
Real Estate,7,,,16.6,,,,111.8,4.27,1.0300,,4.12,,0.9746,,,5.97,6.99,10.95,11.49,9.98,0.8974,0.6506,,171.95,43.55,,2.72,3.48,10.67,4.95,12.13,-13.10,-0.63,13.31,9.29,11100,0.59,1.69,-27.79,15.76,188.08,4.17,4.29,4.60,4.94,5.31,23.29,24.32,0.51,30.25,-3.87,6.47,8.97,,2003,1.14,3.83
