Name,Symbol,Sector,Industry,Yrs,Seq,DR,SP,Price,Yield,Dividend,Year,Annualized,Sch,Payout,Ex-Div,Pay,Inc.,1-yr,3-yr,5-yr,10-yr,A/D*,DEG,Notes,Payout,P/E,Month,EPS,PEG,P/Sales,P/Book,ROE,Growth,Growth,Growth,Growth,($Mil),Own.,Equity,Factor,Rule,Graham,2019,2020,2021,2022,2023,$,%,Beta,Low,High,MMA,MMA,OTC,Began,Survived,ROA
First Community Bancshares Inc.,FCBC,Financials,Banks,7,619,N,N,34.30,2.45,0.2100,4,0.84,B18,0.1800,8-2-18,8-17-18,16.67,14.7 ,13.0 ,10.2 ,(3.6),n/a,2.549,,40.38,16.49,12,2.08,3.30,5.64,1.67,7.80,13.50,0.00,4.00,5.00,554,1.4,0.00,(3.8),12.6 ,10.6 ,0.86,0.86,0.90,0.95,0.99,4.56,13.3,0.67 ,34.9,-5.0,3.9,3.3,,2012,0,1.1
First Community Corp.,FCCO,Financials,Banks,7,661,N,N,20.50,2.15,0.1100,4,0.44,B15,0.1000,1-31-19,2-15-19,10.00,11.1 ,12.6 ,12.7 ,2.3 ,5.629 ,2.540,,30.34,14.14,12,1.45,n/a,3.90,1.44,7.60,2.40,7.33,5.00,n/a,155,3.4,0.14,0.7 ,14.8 ,(4.9),0.41,0.44,0.45,0.47,0.48,2.25,11.0,0.91 ,10.6,-21.9,-2.3,-12.1,,2013,0,0.8
First Defiance Financial Corp.,FDEF,Financials,Thrifts & Mortgage Finance,9,431,N,N,28.18,2.70,0.1900,4,0.76,B23,0.1700,2-14-19,2-22-19,11.76,28.0 ,18.2 ,26.2 ,2.1 ,12.483 ,2.112,Adj/Split,37.07,13.75,12,2.05,1.53,4.99,1.46,10.90,1.40,5.81,12.40,9.00,577,0.7,0.09,15.1 ,28.9 ,(5.6),0.65,0.69,0.75,0.82,0.89,3.79,13.4,0.99 ,23.7,-19.5,6.6,-5.1,,2011,0,1.4
First Financial Bankshares Inc.,FFIN,Financials,Banks,8,511,-,-,61.10,1.37,0.2100,4,0.84,A02,0.1900,6-14-18,7-2-18,10.53,10.8 ,11.0 ,10.0 ,6.4 ,1.551 ,1.311,,40.38,29.38,12,2.08,2.93,14.98,4.15,14.20,7.20,4.92,7.60,10.00,"4,180",1.1,0.00,(18.0),11.3 ,132.8 ,0.88,0.92,1.01,1.12,1.23,5.16,8.4,1.07 ,38.7,-8.6,0.2,6.5,,2011,0,1.8
First Horizon Narional Corp.,FHN,Financials,Banks,8,574,-,-,14.68,3.81,0.1400,4,0.56,A02,0.1200,3-14-19,4-1-19,16.67,32.4 ,25.1 ,23.0 ,(5.7),n/a,0.377,,33.94,8.90,12,1.65,1.42,3.08,1.09,4.40,5.20,8.01,60.90,6.30,"4,760",0.7,0.28,17.9 ,26.8 ,(34.3),0.47,0.51,0.54,0.58,0.61,2.72,18.5,1.19 ,19.4,-28.5,0.7,-14.2,,2012,0,0.5
First Industrial Realty Trust Inc.,FR,Real Estate,Equity Real Estate Investment Trusts (REITs),6,714,N,N,32.72,2.66,0.2175,4,0.87,A16,0.2100,3-28-18,4-16-18,3.57,5.4 ,21.4 ,59.0 ,(11.3),n/a,1.388,,50.58,19.02,12,1.72,1.90,10.26,2.53,13.70,61.40,-20.28,42.50,10.00,"4,120",1.0,0.80,42.6 ,61.7 ,46.3 ,0.95,0.96,1.06,1.16,1.28,5.41,16.5,0.78 ,19.9,-3.9,6.6,3.5,,2013,0,6.9
First Interstate Bancsystem Inc.,FIBK,Financials,Banks,9,344,-,-,38.92,2.88,0.2800,4,1.12,B22,0.2400,2-9-18,2-22-18,16.67,16.7 ,11.9 ,15.7 ,n/a,n/a,1.654,,42.26,14.69,12,2.65,1.84,5.20,1.37,10.30,-5.60,13.90,9.50,8.00,"2,340",0.1,0.07,3.9 ,18.6 ,(5.4),1.13,1.24,1.34,1.45,1.57,6.74,17.3,1.13 ,12.5,-17.3,-0.6,-8.2,,2010,0,1.2
First Merchants Corp.,FRME,Financials,Banks,7,606,-,-,36.63,2.40,0.2200,4,0.88,C16,0.1800,5-31-18,6-15-18,22.22,21.7 ,27.0 ,36.1 ,(0.9),n/a,3.759,,29.63,12.33,12,2.97,1.76,4.64,1.33,10.70,12.80,7.33,9.60,7.00,"1,810",1.2,0.10,26.2 ,38.5 ,(14.6),0.92,0.99,1.06,1.14,1.21,5.33,14.5,1.00 ,12.7,-27.4,-2.9,-16.2,,2012,0,1.5
First Mid-Illinois Bancshares Inc.,FMBH,Financials,Banks,8,545,-,-,32.58,2.21,0.3600,2,0.72,C08,0.3400,11-6-18,11-14-18,5.88,9.1 ,6.9 ,9.4 ,6.6 ,1.420 ,1.399,,30.13,13.63,12,2.39,1.51,4.31,1.20,8.50,13.70,4.39,6.70,9.00,492,1.9,0.14,(2.0),11.6 ,(14.7),0.79,0.83,0.90,0.98,1.07,4.57,14.0,0.41 ,8.6,-23.3,-3.4,-13.7,,2012,0,1
First Midwest Bancorp,FMBI,Financials,Banks,7,651,-,-,22.02,2.18,0.1200,4,0.48,A10,0.1100,12-20-18,1-8-19,9.09,13.2 ,7.1 ,33.9 ,(10.0),n/a,0.758,,33.10,15.19,12,1.45,2.18,3.99,1.17,5.50,6.90,8.72,44.70,7.00,"2,320",0.2,0.10,20.9 ,36.1 ,(11.1),0.46,0.50,0.53,0.57,0.61,2.68,12.2,1.29 ,21.7,-20.5,2.7,-11.0,,2013,0,0.7
First National Corp.,FXNC,Financials,Banks,5,792,-,-,19.50,1.03,0.0500,4,0.20,C16,0.0350,3-1-18,3-16-18,42.86,42.9 ,26.0 ,n/a,(9.8),n/a,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.21,0.21,0.22,0.23,0.23,1.09,5.6,n/a,n/a,n/a,n/a,n/a,OTC,2014,0,n/a
First Republic Bank,FRC,Financials,Banks,7,599,-,-,96.63,0.75,0.1800,4,0.72,B10,0.1700,4-25-18,5-10-18,5.88,6.0 ,6.4 ,9.1 ,n/a,n/a,0.856,,14.97,20.09,12,4.81,1.90,5.22,2.09,10.50,16.00,12.58,10.60,10.60,"15,830",0.3,0.22,(10.3),9.8 ,36.6 ,0.78,0.86,0.95,1.04,1.14,4.77,4.9,0.91 ,21.7,-9.5,6.1,0.7,,2012,0,0.8
First Savings Financial Group Inc.,FSFG,Financials,Banks,5,799,-,-,50.13,1.20,0.1500,4,0.60,C30,0.1400,3-1-18,3-30-18,7.14,7.1 ,7.7 ,8.4 ,n/a,n/a,0.472,,13.22,11.04,12,4.54,n/a,2.73,1.16,11.30,14.20,n/a,17.90,n/a,115,4.3,0.20,(1.4),9.6 ,(24.6),0.66,0.68,0.70,0.72,0.74,3.50,7.0,0.36 ,10.5,-37.4,-6.0,-23.2,,2014,0,1.1
Flexsteel Industries Inc.,FLXS,Consumer Discretionary,Household Durables,8,448,-,-,24.97,3.52,0.2200,4,0.88,A06,0.2000,9-21-17,10-6-17,10.00,7.3 ,6.9 ,8.0 ,5.4 ,1.474 ,3.619,2018 = Year 8,64.71,18.36,6,1.36,n/a,0.40,0.81,5.30,-33.60,n/a,2.20,n/a,192,3.4,0.00,(6.9),11.5 ,(18.7),0.89,0.92,0.94,0.97,1.00,4.72,18.9,1.73 ,16.3,-46.2,3.8,-22.2,,2012,0,4.5
Flir Systems Inc.,FLIR,Information Technology,"Electronic Equipment, Instruments & Components",8,458,-,-,48.88,1.31,0.1600,4,0.64,C09,0.1500,2-22-18,3-9-18,6.67,6.7 ,13.3 ,12.2 ,n/a,n/a,n/a,,39.26,29.99,12,1.63,1.37,3.71,3.48,7.30,20.00,6.40,-0.30,21.90,"6,750",0.6,0.00,(16.5),13.5 ,115.4 ,0.70,0.75,0.82,0.91,1.00,4.18,8.6,1.06 ,20.6,-23.5,9.9,-7.9,,2011,0,4.8
Flushing Financial Corp.,FFIC,Financials,Banks,5,798,-,-,22.18,3.61,0.2000,4,0.80,C30,0.1800,3-8-18,3-30-18,11.11,11.1 ,7.7 ,9.0 ,4.4 ,2.044 ,1.384,,43.96,12.19,12,1.82,1.42,2.46,1.17,9.10,-31.10,-0.92,6.50,8.60,613,0.4,0.21,0.4 ,12.6 ,(20.4),0.81,0.82,0.89,0.96,1.05,4.52,20.4,0.91 ,9.4,-24.2,0.4,-9.9,,2014,0,0.8
Foot Locker Inc.,FL,Consumer Discretionary,Specialty Retail,8,493,-,-,55.89,2.47,0.3450,4,1.38,B05,0.3100,4-19-18,5-5-18,11.29,11.6 ,11.5 ,11.5 ,8.9 ,1.298 ,3.838,,39.66,16.06,1,3.48,1.53,0.80,2.61,13.40,-39.10,8.11,3.00,10.54,"6,290",0.4,0.05,(2.1),14.0 ,36.5 ,1.36,1.47,1.62,1.78,1.95,8.17,14.6,0.78 ,46.4,-5.9,4.3,11.3,,2011,0,8.7
Forrester Research Inc.,FORR,Industrials,Professional Services,7,585,-,-,44.91,1.78,0.2000,4,0.80,C21,0.1900,3-6-18,3-21-18,5.26,5.3 ,5.6 ,5.9 ,n/a,n/a,n/a,,106.67,59.88,12,0.75,5.02,2.35,5.53,8.50,-5.00,18.08,-4.40,12.00,823,1.1,0.00,(52.2),7.7 ,283.6 ,0.81,0.89,0.98,1.08,1.18,4.93,11.0,0.55 ,24.1,-10.2,2.9,2.5,,2012,0,3.6
Fortune Brands Home & Security,FBHS,Industrials,Building Products,7,671,-,-,45.30,1.94,0.2200,4,0.88,C14,0.2000,2-21-19,3-13-19,10.00,11.1 ,12.6 ,21.7 ,n/a,n/a,0.621,,32.00,16.47,12,2.75,1.62,1.18,2.89,18.50,10.40,10.47,34.90,10.20,"6,410",0.1,1.13,7.1 ,23.6 ,45.5 ,0.88,0.97,1.06,1.17,1.29,5.37,11.9,1.37 ,28.4,-36.8,9.4,-10.6,,2013,0,7.5
FS Bancorp Inc.,FSBW,Financials,Thrifts & Mortgage Finance,7,663,-,-,48.55,1.24,0.1500,4,0.60,B14,0.1400,2-5-19,2-20-19,7.14,23.3 ,25.2 ,28.7 ,n/a,n/a,1.528,,14.18,11.48,12,4.23,1.64,3.90,1.32,12.80,18.40,21.90,18.80,7.00,216,4.6,0.07,18.5 ,30.0 ,(17.9),0.58,0.64,0.69,0.73,0.79,3.43,7.1,0.95 ,17.7,-26.9,6.7,-10.1,,2013,0,1.5
Gaming and Leisure Properties,GLPI,Real Estate,Equity Real Estate Investment Trusts (REITs),5,855,-,-,37.50,7.25,0.6800,4,2.72,C28,0.6300,12-13-18,12-28-18,7.94,2.8 ,5.6 ,n/a,n/a,n/a,n/a,,150.28,20.72,12,1.81,1.59,7.96,3.40,16.10,12.30,20.41,55.40,13.07,"7,910",2.7,2.31,n/a,n/a,76.9 ,2.83,3.11,3.42,3.76,4.14,17.26,46.0,0.60 ,20.2,1.4,10.0,8.0,,2014,0,5.1
GasLog Partners LP,GLOP,Energy,"Oil, Gas & Consumable Fuels",6,771,-,-,22.69,9.70,0.5500,4,2.20,B14,0.5300,2-7-19,2-13-19,3.77,4.8 ,5.9 ,n/a,n/a,n/a,n/a,"Monaco,US$",93.22,9.61,12,2.36,n/a,3.10,1.17,13.20,-11.00,18.85,115.90,-0.93,"1,040",27.4,1.37,n/a,n/a,(29.3),2.13,2.35,2.37,2.40,2.42,11.67,51.4,1.18 ,26.3,-12.7,5.2,-4.3,,2014,0,4.7
GATX Corp.,GATX,Industrials,Trading Companies & Distributors,9,444,N,N,75.68,2.43,0.4600,4,1.84,C31,0.4400,3-1-19,3-31-19,4.55,4.8 ,5.0 ,7.3 ,5.0 ,1.450 ,0.698,,36.51,15.02,12,5.04,1.25,2.10,1.55,27.80,-24.90,4.11,10.40,12.00,"2,850",1.5,2.40,(5.3),9.7 ,1.7 ,1.78,1.85,2.04,2.24,2.46,10.37,13.7,1.58 ,18.3,-16.9,0.9,-2.1,,2011,0,6.8
Gentex Corp.,GNTX,Consumer Discretionary,Auto Components,8,488,-,-,21.18,2.08,0.1100,4,0.44,A18,0.1000,4-5-18,4-18-18,10.00,13.2 ,9.2 ,9.4 ,7.3 ,1.281 ,0.439,,24.31,11.70,12,1.81,0.78,3.06,3.05,23.70,29.00,6.48,21.30,15.00,"5,630",0.1,0.00,(0.3),11.4 ,25.9 ,0.47,0.50,0.55,0.61,0.67,2.81,13.3,1.18 ,19.0,-16.7,-1.6,-5.8,,2011,0,20.8
GEO Group Inc.,GEO,Real Estate,Equity Real Estate Investment Trusts (REITs),7,577,-,-,22.55,8.34,0.4700,4,1.88,B19,0.4667,5-5-17,5-19-17,0.71,0.2 ,4.0 ,6.6 ,n/a,n/a,n/a,2018 = Year 7,144.62,17.35,12,1.30,1.16,1.20,2.50,13.10,-3.30,11.63,-4.00,15.00,"2,760",1.9,2.53,(2.4),14.9 ,38.8 ,1.90,2.09,2.30,2.53,2.78,11.59,51.4,1.47 ,22.4,-19.6,3.8,-5.7,,2013,0,3.5
German American Bancorp,GABC,Financials,Banks,7,662,-,-,29.25,2.32,0.1700,4,0.68,B20,0.1500,2-7-19,2-20-19,13.33,16.1 ,9.8 ,8.4 ,4.9 ,1.738 ,1.482,,34.69,14.92,12,1.96,1.66,5.96,1.79,12.80,6.60,13.83,5.70,9.00,732,2.0,0.00,(4.2),10.8 ,9.0 ,0.64,0.70,0.77,0.84,0.91,3.86,13.2,0.95 ,11.6,-23.4,-1.5,-14.2,,2013,0,1.5
Getty Realty Corp.,GTY,Real Estate,Equity Real Estate Investment Trusts (REITs),7,649,N,Y,32.06,4.37,0.3500,4,1.40,A04,0.3200,12-19-18,1-4-19,9.38,14.3 ,12.5 ,12.0 ,(3.7),n/a,0.500,,117.65,26.94,12,1.19,n/a,9.53,2.27,8.40,3.60,8.05,24.10,n/a,"1,290",0.1,0.74,(10.5),16.4 ,64.9 ,1.33,1.43,1.48,1.52,1.57,7.32,22.8,0.60 ,41.4,-0.2,6.2,13.8,,2013,0,4.3
Gildan Activewear Inc.,GIL,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",8,479,-,-,33.88,1.32,0.1120,4,0.45,A02,0.0935,3-7-18,4-2-18,19.79,25.0 ,19.9 ,20.0 ,n/a,n/a,4.652,,27.65,20.91,9,1.62,1.78,2.50,3.62,17.50,9.90,12.13,4.30,11.70,"7,040",8.4,0.45,0.4 ,21.3 ,83.4 ,0.49,0.54,0.60,0.66,0.72,3.01,8.9,0.78 ,33.8,-1.5,6.4,13.3,,2011,0,11.2
Glacier Bancorp Inc.,GBCI,Financials,Banks,7,615,Y,Y,42.18,2.47,0.2600,4,1.04,A19,0.2300,7-9-18,7-19-18,13.04,21.7 ,10.4 ,11.0 ,6.9 ,1.599 ,1.016,,51.23,20.78,12,2.03,2.08,8.17,2.39,9.60,10.50,3.28,10.80,10.00,"3,600",0.4,0.10,(7.3),13.4 ,48.6 ,1.11,1.15,1.26,1.39,1.53,6.44,15.3,1.30 ,18.8,-10.9,-0.9,1.0,,2012,0,1.2
Gladstone Investment Corp.,GAIN,Financials,Capital Markets,7,633,-,-,10.97,7.44,0.0680,12,0.82,Mo.,0.0670,10-18-18,10-31-18,1.49,3.9 ,2.3 ,4.9 ,(1.8),n/a,35.143,6¢Spec-12/14,26.24,3.53,3,3.11,0.50,5.98,0.89,n/a,-67.10,185.20,0.14,7.00,360,2.3,n/a,8.8 ,12.4 ,(62.6),0.81,0.89,0.95,1.02,1.09,4.76,43.4,n/a,26.1,-10.0,11.0,0.4,,2012,0,n/a
Goldman Sachs Group Inc.,GS,Financials,Capital Markets,8,509,-,-,198.01,1.62,0.8000,4,3.20,C28,0.7500,5-30-18,6-28-18,6.67,8.6 ,7.3 ,9.0 ,8.4 ,1.062 ,1.300,,13.31,8.23,12,24.05,1.28,1.45,1.01,6.80,21.30,9.03,6.90,6.43,"76,310",0.4,7.08,2.4 ,10.6 ,(39.2),3.47,3.78,4.02,4.28,4.55,20.10,10.1,1.20 ,30.5,-28.1,7.9,-9.7,,2011,0,0.5
Goodyear Tire & Rubber Company,GT,Consumer Discretionary,Auto Components,6,746,Y,Y,21.19,3.02,0.1600,4,0.64,C01,0.1400,10-31-18,12-3-18,14.29,31.8 ,32.4 ,63.3 ,n/a,n/a,2.259,,19.34,6.40,12,3.31,2.66,0.32,1.04,10.40,-46.30,15.07,28.00,2.41,"5,000",0.3,1.36,59.9 ,66.3 ,(45.6),0.59,0.64,0.66,0.68,0.69,3.26,15.4,1.62 ,13.5,-40.2,-0.5,-8.5,,2014,0,2.8
Great Southern Bancorp Inc.,GSBC,Financials,Banks,5,838,-,-,53.34,2.40,0.3200,4,1.28,A16,0.2800,9-28-18,10-15-18,14.29,21.7 ,10.1 ,9.2 ,4.5 ,2.045 ,2.717,,27.06,11.28,12,4.73,1.88,3.69,1.48,10.50,18.00,2.87,3.40,6.00,759,10.0,0.20,0.4 ,11.6 ,(13.9),1.23,1.27,1.34,1.42,1.51,6.78,12.7,1.04 ,23.2,-13.5,5.7,-3.5,,2014,0,1.1
Greenbrier Companies Inc.,GBX,Industrials,Machinery,5,808,-,-,42.41,2.36,0.2500,4,1.00,B16,0.2300,4-23-18,5-16-18,8.70,11.4 ,14.7 ,n/a,11.8 ,n/a,n/a,,25.91,10.99,8,3.86,0.91,0.53,1.10,11.90,5.90,4.76,62.50,12.00,"1,360",0.9,0.41,n/a,n/a,(26.7),1.04,1.09,1.20,1.32,1.45,6.08,14.3,1.95 ,13.3,-34.6,0.8,-16.3,,2014,0,5.8
Griffon Corp.,GFF,Industrials,Building Products,8,553,-,-,15.91,1.82,0.0725,4,0.29,C21,0.0700,11-28-18,12-20-18,3.57,12.8 ,18.4 ,21.8 ,n/a,n/a,1.092,,96.67,53.03,9,0.30,10.09,0.38,1.35,27.20,-27.80,34.44,20.00,5.21,743,11.6,2.36,(29.4),23.7 ,78.4 ,0.28,0.31,0.33,0.35,0.36,1.64,10.3,1.76 ,64.9,-32.4,35.5,-3.9,,2012,0,6
Group 1 Automotive Inc.,GPI,Consumer Discretionary,Specialty Retail,9,349,-,-,61.03,1.70,0.2600,4,1.04,C15,0.2500,2-28-18,3-15-18,4.00,7.2 ,7.8 ,9.9 ,8.3 ,1.192 ,1.071,,13.35,7.83,12,7.79,n/a,0.10,1.02,19.80,-2.40,1.54,9.20,-3.00,"1,160",2.9,2.49,3.7 ,11.6 ,(40.4),1.05,1.07,1.08,1.09,1.10,5.38,8.8,1.81 ,25.3,-24.8,9.6,-5.9,,2010,0,4.7
Guaranty Federal Bancshares,GFED,Financials,Thrifts & Mortgage Finance,6,760,-,-,21.97,2.37,0.1300,4,0.52,A13,0.1200,1-3-19,1-14-19,8.33,20.0 ,33.9 ,n/a,(1.2),n/a,n/a,,36.62,15.47,12,1.42,n/a,2.46,1.23,4.10,9.80,8.96,35.60,n/a,98,0.8,0.34,n/a,n/a,(8.0),0.53,0.57,0.59,0.61,0.63,2.93,13.3,0.01 ,9.2,-19.8,-1.6,-6.6,,2014,0,0.4
Hanmi Financial Corp.,HAFC,Financials,Banks,6,689,-,-,21.93,4.38,0.2400,4,0.96,B23,0.2100,2-2-18,2-23-18,14.29,20.0 ,33.9 ,68.8 ,(6.7),n/a,n/a,,51.34,11.73,12,1.87,1.47,3.17,1.24,10.00,2.40,8.95,-8.80,8.00,705,0.2,0.21,61.5 ,73.2 ,(19.6),0.98,1.07,1.16,1.25,1.35,5.81,26.5,0.99 ,24.9,-32.2,5.8,-12.6,,2013,0,1.1
Harley-Davidson Inc.,HOG,Consumer Discretionary,Automobiles,8,457,Y,Y,36.86,4.02,0.3700,4,1.48,C02,0.3650,2-13-18,3-2-18,1.37,1.4 ,6.1 ,12.0 ,1.4 ,8.670 ,2.925,,41.93,10.44,12,3.53,0.98,1.05,2.84,26.50,-13.30,-3.88,4.10,10.65,"6,120",0.6,3.30,5.6 ,16.0 ,14.8 ,1.49,1.51,1.66,1.83,2.01,8.50,23.1,1.20 ,17.5,-27.9,-0.5,-10.1,,2011,0,5.2
Hartford Financial Services Group Inc.,HIG,Financials,Insurance,8,534,N,N,46.92,2.56,0.3000,4,1.20,A02,0.2500,8-31-18,10-1-18,20.00,14.1 ,11.9 ,18.5 ,(6.8),n/a,0.560,,27.03,10.57,12,4.44,0.53,0.90,1.32,n/a,8.90,18.76,33.00,19.84,"16,800",0.2,0.37,10.5 ,21.0 ,(21.3),1.14,1.26,1.38,1.52,1.67,6.98,14.9,0.73 ,15.7,-20.4,6.9,-4.4,,2011,0,n/a
Haverty Furniture Companies Inc.,HVT,Consumer Discretionary,Specialty Retail,9,358,-,-,20.37,3.53,0.1800,4,0.72,C29,0.1500,3-13-18,3-29-18,20.00,33.3 ,26.0 ,24.6 ,13.5 ,1.817 ,1.706,,55.38,15.67,12,1.30,1.20,0.50,1.46,8.10,-3.00,-0.38,14.40,13.10,414,0.1,0.18,12.4 ,28.1 ,0.8 ,0.73,0.73,0.81,0.89,0.98,4.14,20.3,0.72 ,20.6,-7.6,3.6,2.3,,2010,0,5.1
Haverty Furniture Companies Inc. A,HVT-A,Consumer Discretionary,Specialty Retail,9,357,-,-,20.28,3.35,0.1700,4,0.68,C29,0.1425,3-13-18,3-29-18,19.30,33.3 ,26.0 ,24.8 ,13.7 ,1.801 ,n/a,,61.26,18.27,12,1.11,n/a,0.52,1.46,8.12,n/a,n/a,n/a,n/a,429,6.6,0.18,9.8 ,28.1 ,8.9 ,0.70,0.72,0.74,0.77,0.79,3.72,18.3,0.39 ,17.8,-7.8,1.7,1.0,,2010,0,5.04
Hawthorn Bancshares Inc.,HWBK,Financials,Banks,7,612,N,N,23.00,1.74,0.1000,4,0.40,A01,0.0700,6-14-18,7-1-18,42.86,27.0 ,22.1 ,14.5 ,(5.7),n/a,0.297,,24.54,14.11,12,1.63,n/a,2.49,1.46,6.20,3.80,n/a,48.90,n/a,139,0.9,0.52,2.2 ,16.3 ,(4.3),0.35,0.36,0.37,0.39,0.40,1.87,8.1,0.31 ,19.6,-7.6,2.1,3.8,,2012,0,0.4
Healthcare Trust of America Inc.,HTA,Real Estate,Equity Real Estate Investment Trusts (REITs),7,626,-,-,28.42,4.36,0.3100,4,1.24,A06,0.3050,10-1-18,10-5-18,1.64,1.7 ,1.7 ,1.3 ,n/a,n/a,0.044,,108.77,24.93,12,1.14,n/a,8.45,1.76,7.30,5.40,-69.75,29.00,n/a,"5,900",0.5,0.78,(19.3),5.6 ,39.6 ,1.29,1.30,1.34,1.38,1.42,6.75,23.7,0.51 ,18.2,-2.7,6.0,7.1,,2012,0,3.8
Heartland BanCorp,HLAN,Financials,Banks,7,673,-,-,82.00,2.54,0.5200,4,2.08,A10,0.4731,3-22-19,4-10-19,9.91,10.0 ,7.9 ,7.3 ,4.1 ,1.754 ,n/a,,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.8 ,n/a,1.90,1.96,2.02,2.08,2.14,10.11,12.3,n/a,n/a,n/a,n/a,n/a,OTC,2013,0,n/a
Hennessy Advisors Inc.,HNNA,Financials,Capital Markets,5,850,-,-,11.53,3.82,0.1100,4,0.44,C05,0.1000,11-9-18,12-5-18,10.00,40.6 ,36.8 ,37.5 ,21.2 ,1.771 ,0.909,,14.06,3.68,9,3.13,n/a,1.65,1.27,31.40,62.50,n/a,41.30,n/a,90,40.8,0.31,37.7 ,41.3 ,(54.4),0.45,0.46,0.48,0.49,0.51,2.39,20.8,0.74 ,19.0,-42.4,5.7,-22.2,,2014,0,20
Heritage Commerce Corp.,HTBK,Financials,Banks,7,665,-,-,13.27,3.62,0.1200,4,0.48,B22,0.1100,2-6-19,2-21-19,9.09,10.0 ,11.2 ,49.0 ,3.2 ,15.130 ,2.031,,64.00,17.69,12,0.75,2.54,4.68,1.62,6.30,11.50,5.99,24.10,7.00,574,0.7,0.11,34.9 ,52.6 ,12.9 ,0.48,0.51,0.55,0.59,0.63,2.76,20.8,0.79 ,22.4,-26.7,3.3,-12.9,,2013,0,0.7
Heritage Financial Corp.,HFWA,Financials,Banks,9,430,-,-,30.98,2.32,0.1800,4,0.72,B21,0.1700,2-6-19,2-21-19,5.88,41.2 ,18.7 ,17.6 ,(0.7),n/a,1.572,10¢Spec 10/21,50.70,21.82,12,1.42,3.13,6.19,1.53,6.30,13.70,7.28,11.20,7.00,"1,140",0.8,0.03,(1.9),19.9 ,21.8 ,0.79,0.85,0.91,0.97,1.04,4.56,14.7,0.71 ,10.7,-16.9,-2.0,-7.1,,2011,0,0.8
Herman Miller Inc.,MLHR,Industrials,Commercial Services & Supplies,7,630,-,-,34.23,2.31,0.1975,4,0.79,A15,0.1800,8-30-18,10-15-18,9.72,6.9 ,9.1 ,9.2 ,7.7 ,1.198 ,0.860,,37.80,16.38,5,2.09,n/a,0.81,2.95,20.40,-5.80,15.25,10.70,n/a,"2,010",0.3,0.41,(4.9),11.5 ,46.5 ,0.74,0.82,0.84,0.87,0.90,4.17,12.2,1.44 ,19.4,-17.2,5.8,-1.3,,2012,0,9.3
Hershey Company,HSY,Consumer Staples,Food Products,9,388,Y,Y,106.10,2.72,0.7220,4,2.89,C15,0.6560,8-23-18,9-14-18,10.06,8.2 ,7.2 ,8.8 ,8.8 ,1.001 ,2.249,,61.71,22.67,12,4.68,2.38,2.90,18.01,98.00,5.00,5.33,3.90,9.52,"22,490",0.3,3.81,(11.2),11.5 ,326.0 ,2.89,3.05,3.34,3.66,4.00,16.94,16.0,0.16 ,19.1,-4.4,-0.6,5.9,,2010,0,14.5
Hill-Rom Holdings Inc.,HRC,Health Care,Health Care Equipment & Supplies,8,473,N,Y,100.02,0.80,0.2000,4,0.80,C30,0.1800,3-22-18,3-30-18,11.11,11.1 ,7.7 ,8.3 ,5.7 ,1.459 ,0.920,,29.85,37.32,9,2.68,3.43,2.34,4.12,15.20,35.10,11.18,9.00,10.87,"6,660",0.3,1.22,(28.2),9.1 ,161.4 ,0.88,0.97,1.06,1.17,1.29,5.37,5.4,0.93 ,28.0,-5.5,7.8,9.1,,2011,0,5.2
HNI Corp.,HNI,Industrials,Commercial Services & Supplies,8,501,-,-,38.87,3.04,0.2950,4,1.18,C01,0.2850,5-17-18,6-1-18,3.51,3.5 ,3.8 ,4.0 ,3.1 ,1.291 ,n/a,,105.36,34.71,12,1.12,3.85,0.76,3.08,18.00,-46.60,26.07,-1.30,9.00,"1,700",1.1,0.45,(27.6),7.1 ,118.0 ,1.18,1.30,1.42,1.54,1.68,7.13,18.3,1.32 ,19.4,-14.4,4.5,-0.3,,2011,0,6.9
Hoegh LNG Partners LP,HMLP,Energy,"Oil, Gas & Consumable Fuels",5,807,-,-,17.65,9.97,0.4400,4,1.76,B15,0.4300,5-3-18,5-15-18,2.33,2.8 ,9.0 ,n/a,n/a,n/a,n/a,,94.62,9.49,12,1.86,0.91,3.97,1.55,17.50,-16.40,-14.89,52.00,10.50,581,13.0,1.29,n/a,n/a,(19.1),1.77,1.79,1.96,2.16,2.38,10.05,57.0,0.92 ,21.8,-7.8,5.9,0.1,,2014,0,6.2
Home Bancorp Inc.,HBCP,Financials,Thrifts & Mortgage Finance,5,842,-,-,35.36,2.26,0.2000,4,0.80,B18,0.1900,11-2-18,11-16-18,5.26,29.1 ,33.3 ,n/a,n/a,n/a,n/a,,24.32,10.75,12,3.29,n/a,3.38,1.09,9.30,17.40,1.24,15.60,n/a,332,2.4,0.00,n/a,n/a,(27.8),0.78,0.79,0.81,0.84,0.86,4.09,11.6,0.35 ,8.5,-27.1,-2.6,-16.3,,2014,0,1.2
